Date,Chain,Category,Buyer,Total Units,Sale Price,Cost Price,Suburb,State,Postcode,Manager
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,409,7.87,4.15,Underwood,QLD,4119,Terri Wright
01/04/2016,Ready Wear,Shoes,Howard Wright,241,17.71,11.39,North Lakes,QLD,4509,Ricky Wilkinson
01/04/2016,Ready Wear,Hosiery,Ella Hickman,706,4.1,1.94,Armidale,NSW,2350,Claire Bridges
01/04/2016,Ready Wear,Shoes,Howard Wright,218,20.07,13.05,Bussleton,WA,6280,Miles Hammond
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,617,6.18,3.69,Alexandria,NSW,2015,Jeremy Garcia
01/04/2016,Ready Wear,Womens,Amy Buchanan,390,7.54,3.61,Chatswood,NSW,2067,Jeremy Garcia
01/04/2016,Ready Wear,Shoes,Howard Wright,353,7.94,3.58,Collingwood,VIC,3066,Brian Hubbard
01/04/2016,Ready Wear,Shoes,Howard Wright,239,15.71,9.24,Lismore,NSW,2480,Claire Bridges
01/04/2016,Bellings,Shoes,Howard Wright,163,21.63,12.15,Ashfield,NSW,2131,Lillian Pruitt
01/04/2016,Bellings,Shoes,Howard Wright,428,6.83,3.21,Warrnambool,VIC,3280,Jerry Fulton
01/04/2016,Ready Wear,Womens,Amy Buchanan,585,6.54,3.89,Randwick,NSW,2031,Jeremy Garcia
01/04/2016,Bellings,Juniors,Chester George,433,6.99,3.41,Sunbury,VIC,3429,Jerry Fulton
01/04/2016,Ready Wear,Mens,Bruce Curran,572,6.93,4.21,Epping,VIC,3076,Brian Hubbard
01/04/2016,Ready Wear,Mens,Bruce Curran,471,7.3,4,Mascot,NSW,2020,Jeremy Garcia
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,460,6.82,3.43,Albany,WA,6330,Miles Hammond
01/04/2016,Ready Wear,Home,Richard Carr,1193,4,2.69,Wagga Wagga,NSW,2650,John Gardner
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,599,6.08,3.47,Bussleton,WA,6280,Miles Hammond
01/04/2016,Ready Wear,Home,Richard Carr,1552,3.49,2.48,Dandenong,VIC,3175,Rachael Long
01/04/2016,Ready Wear,Mens,Bruce Curran,528,6.54,3.54,Randwick,NSW,2031,Jeremy Garcia
01/04/2016,Ready Wear,Shoes,Howard Wright,117,38.49,24.91,Maroochydore,QLD,4558,Shellie Thomas
01/04/2016,Ready Wear,Home,Richard Carr,1178,3.98,2.63,Armidale,NSW,2350,Claire Bridges
01/04/2016,Ready Wear,Intimate,Sara Ferrell,539,5.23,2.27,Chatswood,NSW,2067,Jeremy Garcia
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,640,5.85,3.36,Rydalmere,NSW,2116,Lillian Pruitt
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,433,7.86,4.18,Maroochydore,QLD,4558,Shellie Thomas
01/04/2016,Bellings,Juniors,Chester George,508,6.15,2.99,Yeppoon,QLD,4703,Amber Ward
01/04/2016,Ready Wear,Home,Richard Carr,1338,3.96,2.76,Indooroopilly,QLD,4068,Terri Wright
01/04/2016,Ready Wear,Home,Richard Carr,1224,3.41,2.1,Castle Hill,NSW,2154,Lillian Pruitt
01/04/2016,Bellings,Juniors,Chester George,453,7.2,3.65,Burnie,TAS,7320,Simone Prior
01/04/2016,Bellings,Juniors,Chester George,390,8.55,4.41,Tweed Heads,NSW,2485,Claire Bridges
01/04/2016,Ready Wear,Mens,Bruce Curran,370,8.45,4.07,Campbelltown,NSW,2560,George Chester
01/04/2016,Ready Wear,Home,Richard Carr,2031,1.97,1.17,Alexandria,NSW,2015,Jeremy Garcia
01/04/2016,Ready Wear,Shoes,Howard Wright,251,18.69,12.22,Armidale,NSW,2350,Claire Bridges
01/04/2016,Bellings,Mens,Bruce Curran,388,7.86,3.67,Penrith,NSW,2750,John Gardner
01/04/2016,Ready Wear,Womens,Amy Buchanan,287,9.73,4.06,Campbelltown,NSW,2560,George Chester
01/04/2016,Ready Wear,Shoes,Howard Wright,216,18.29,10.71,Collingwood,VIC,3066,Brian Hubbard
01/04/2016,Bellings,Juniors,Chester George,460,7.13,3.55,Prospect,SA,5082,Ray Watson
01/04/2016,Bellings,Juniors,Chester George,595,5.45,2.68,Port Lincoln,SA,5607,Alex Nash
01/04/2016,Ready Wear,Home,Richard Carr,815,4.89,2.86,Orange,NSW,2800,John Gardner
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,777,4.6,2.46,Collingwood,VIC,3066,Brian Hubbard
01/04/2016,Ready Wear,Shoes,Howard Wright,304,17.44,11.97,Bendigo,VIC,3550,Jerry Fulton
01/04/2016,Ready Wear,Mens,Bruce Curran,464,6.28,2.68,Dandenong,VIC,3175,Rachael Long
01/04/2016,Ready Wear,Home,Richard Carr,1343,3.17,1.93,Dubbo,NSW,2830,John Gardner
01/04/2016,Ready Wear,Shoes,Howard Wright,221,20.04,12.46,Alexandria,NSW,2015,Jeremy Garcia
01/04/2016,Ready Wear,Home,Richard Carr,1530,2.77,1.67,Bathurst,NSW,2795,John Gardner
01/04/2016,Ready Wear,Home,Richard Carr,731,5.51,3.21,Chatswood,NSW,2067,Jeremy Garcia
01/04/2016,Bellings,Juniors,Chester George,429,7.96,4,Broome,WA,6725,John Harper
01/04/2016,Bellings,Juniors,Chester George,413,8.9,4.78,Artarmon,NSW,2064,Jeremy Garcia
01/04/2016,Bellings,Juniors,Chester George,442,7.33,3.47,Woodville,SA,5011,Ray Watson
01/04/2016,Ready Wear,Home,Richard Carr,1140,4.95,3.45,Chadstone,VIC,3148,Rachael Long
01/04/2016,Bellings,Juniors,Chester George,561,5.89,2.85,Mornington,VIC,3931,Owen Pierce
01/04/2016,Ready Wear,Shoes,Howard Wright,263,17.85,11.33,Wagga Wagga,NSW,2650,John Gardner
01/04/2016,Bellings,Juniors,Chester George,416,8.15,4.01,Maddington,WA,6109,Miles Hammond
01/04/2016,Bellings,Mens,Bruce Curran,397,8.57,4.23,Woodville,SA,5011,Ray Watson
01/04/2016,Ready Wear,Home,Richard Carr,523,7.89,4.59,Collingwood,VIC,3066,Brian Hubbard
01/04/2016,Ready Wear,Shoes,Howard Wright,109,42.76,26.92,Albany,WA,6330,Miles Hammond
01/04/2016,Bellings,Juniors,Chester George,597,5.73,2.83,Rosny Park,TAS,7018,Simone Prior
01/04/2016,Ready Wear,Shoes,Howard Wright,275,17.76,11.35,Altona,VIC,3018,Brian Hubbard
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,760,4.95,2.63,Chadstone,VIC,3148,Rachael Long
01/04/2016,Ready Wear,Shoes,Howard Wright,281,16.17,9.87,Albany,WA,6330,Miles Hammond
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,718,6.08,3.59,Dubbo,NSW,2830,John Gardner
01/04/2016,Ready Wear,Home,Richard Carr,832,5.58,3.4,Caloundra,QLD,4551,Shellie Thomas
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,802,5.23,2.97,Dandenong,VIC,3175,Rachael Long
01/04/2016,Ready Wear,Home,Richard Carr,633,6.96,4.1,Indooroopilly,QLD,4068,Terri Wright
01/04/2016,Bellings,Juniors,Chester George,488,7.88,4.14,Ipswich,QLD,4305,Ricky Wilkinson
01/04/2016,Ready Wear,Home,Richard Carr,916,4.96,2.97,Altona,VIC,3018,Brian Hubbard
01/04/2016,Ready Wear,Juniors,Chester George,486,8.16,4.39,Epping,VIC,3076,Brian Hubbard
01/04/2016,Ready Wear,Womens,Amy Buchanan,647,6.12,3.28,Orange,NSW,2800,John Gardner
01/04/2016,Ready Wear,Mens,Bruce Curran,542,7.25,3.86,Southport,QLD,4215,Ricky Wilkinson
01/04/2016,Ready Wear,Home,Richard Carr,597,7.55,4.47,Ballarat,VIC,3353,Jerry Fulton
01/04/2016,Ready Wear,Home,Richard Carr,3462,1.23,0.7,Rydalmere,NSW,2116,Lillian Pruitt
01/04/2016,Ready Wear,Shoes,Howard Wright,139,36.06,22.76,Underwood,QLD,4119,Terri Wright
01/04/2016,Bellings,Juniors,Chester George,522,6.77,3.21,Cairns,QLD,4870,Caroline Tucker
01/04/2016,Ready Wear,Home,Richard Carr,2035,2.29,1.37,Armidale,NSW,2350,Claire Bridges
01/04/2016,Ready Wear,Home,Richard Carr,883,5.6,3.47,North Lakes,QLD,4509,Ricky Wilkinson
01/04/2016,Bellings,Juniors,Chester George,557,6.74,3.36,Wodonga,VIC,3690,Owen Pierce
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,719,5.33,2.69,Wagga Wagga,NSW,2650,John Gardner
01/04/2016,Bellings,Mens,Bruce Curran,541,6.77,3.25,Artarmon,NSW,2064,Jeremy Garcia
01/04/2016,Ready Wear,Home,Richard Carr,1532,3.24,2,Collingwood,VIC,3066,Brian Hubbard
01/04/2016,Ready Wear,Hosiery,Ella Hickman,1025,3.51,1.64,Campbelltown,NSW,2560,George Chester
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,892,5.38,3.22,Maroochydore,QLD,4558,Shellie Thomas
01/04/2016,Ready Wear,Home,Richard Carr,830,5.74,3.41,Bendigo,VIC,3550,Jerry Fulton
01/04/2016,Ready Wear,Home,Richard Carr,885,5.31,3.12,Castle Hill,NSW,2154,Lillian Pruitt
01/04/2016,Bellings,Juniors,Chester George,583,6.72,3.35,Mildura,VIC,3500,Jerry Fulton
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,723,5.61,2.89,Dandenong,VIC,3175,Rachael Long
01/04/2016,Ready Wear,Juniors,Chester George,554,8.47,4.87,Mascot,NSW,2020,Jeremy Garcia
01/04/2016,Ready Wear,Home,Richard Carr,699,7.03,4.18,Bathurst,NSW,2795,John Gardner
01/04/2016,Ready Wear,Home,Richard Carr,1798,2.87,1.76,Indooroopilly,QLD,4068,Terri Wright
01/04/2016,Ready Wear,Juniors,Chester George,631,6.67,3.5,Lismore,NSW,2480,Claire Bridges
01/04/2016,Ready Wear,Home,Richard Carr,4104,1.17,0.68,Bussleton,WA,6280,Miles Hammond
01/04/2016,Bellings,Juniors,Chester George,667,5.99,2.98,Noarlunga,SA,5168,Ray Watson
01/04/2016,Ready Wear,Home,Richard Carr,1344,4.44,2.94,Campbelltown,NSW,2560,George Chester
01/04/2016,Bellings,Juniors,Chester George,596,6.55,3.17,Seaford,SA,5169,Ray Watson
01/04/2016,Bellings,Juniors,Chester George,663,5.78,2.7,Harrisdale,WA,6112,Miles Hammond
01/04/2016,Ready Wear,Home,Richard Carr,3868,1.24,0.71,North Lakes,QLD,4509,Ricky Wilkinson
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,872,5.3,2.94,Altona,VIC,3018,Brian Hubbard
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,820,5.67,3.16,Bendigo,VIC,3550,Jerry Fulton
01/04/2016,Ready Wear,Groceries,Chris Monroe,4868,1.53,1.11,Dandenong,VIC,3175,Rachael Long
01/04/2016,Ready Wear,Mens,Bruce Curran,781,5.87,3.21,Caloundra,QLD,4551,Shellie Thomas
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,576,8.12,4.49,Campbelltown,NSW,2560,George Chester
01/04/2016,Bellings,Juniors,Chester George,487,9,4.68,Penrith,NSW,2750,John Gardner
01/04/2016,Ready Wear,Mens,Bruce Curran,668,6.63,3.48,Lismore,NSW,2480,Claire Bridges
01/04/2016,Ready Wear,Mens,Bruce Curran,782,5.51,2.8,Bussleton,WA,6280,Miles Hammond
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,823,5.25,2.66,Collingwood,VIC,3066,Brian Hubbard
01/04/2016,Ready Wear,Home,Richard Carr,4211,1.15,0.64,Altona,VIC,3018,Brian Hubbard
01/04/2016,Ready Wear,Home,Richard Carr,5175,0.96,0.54,Southport,QLD,4215,Ricky Wilkinson
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,827,5.31,2.71,Ballarat,VIC,3353,Jerry Fulton
01/04/2016,Ready Wear,Mens,Bruce Curran,708,6.24,3.17,Altona,VIC,3018,Brian Hubbard
01/04/2016,Ready Wear,Home,Richard Carr,1655,3.56,2.24,Chatswood,NSW,2067,Jeremy Garcia
01/04/2016,Ready Wear,Home,Richard Carr,945,5.57,3.25,Underwood,QLD,4119,Terri Wright
01/04/2016,Ready Wear,Juniors,Chester George,653,7.22,3.86,Nowra,NSW,2541,George Chester
01/04/2016,Bellings,Mens,Bruce Curran,594,7.63,3.92,Warrnambool,VIC,3280,Jerry Fulton
01/04/2016,Bellings,Juniors,Chester George,475,9.81,5.16,Airlie Beach,QLD,4802,Caroline Tucker
01/04/2016,Ready Wear,Home,Richard Carr,847,6.83,4.22,Bussleton,WA,6280,Miles Hammond
01/04/2016,Ready Wear,Home,Richard Carr,1775,3.26,2,Wagga Wagga,NSW,2650,John Gardner
01/04/2016,Ready Wear,Shoes,Howard Wright,287,18.74,10.94,Dubbo,NSW,2830,John Gardner
01/04/2016,Ready Wear,Womens,Amy Buchanan,894,6.1,3.59,Bendigo,VIC,3550,Jerry Fulton
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,766,6.72,3.75,Albany,WA,6330,Miles Hammond
01/04/2016,Ready Wear,Mens,Bruce Curran,556,7.97,3.85,Bathurst,NSW,2795,John Gardner
01/04/2016,Bellings,Juniors,Chester George,676,6.64,3.22,Rockhampton,QLD,4700,Amber Ward
01/04/2016,Bellings,Juniors,Chester George,815,5.79,2.95,Ashfield,NSW,2131,Lillian Pruitt
01/04/2016,Ready Wear,Womens,Amy Buchanan,836,6.62,3.85,Bussleton,WA,6280,Miles Hammond
01/04/2016,Ready Wear,Juniors,Chester George,722,6.55,3.34,Dubbo,NSW,2830,John Gardner
01/04/2016,Ready Wear,Home,Richard Carr,674,7.95,4.51,Wagga Wagga,NSW,2650,John Gardner
01/04/2016,Bellings,Juniors,Chester George,756,5.9,2.83,Esperance,WA,6450,John Harper
01/04/2016,Ready Wear,Womens,Amy Buchanan,729,7.26,4.07,Southport,QLD,4215,Ricky Wilkinson
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,880,5.82,3.16,Ballarat,VIC,3353,Jerry Fulton
01/04/2016,Ready Wear,Mens,Bruce Curran,780,7.16,4.16,North Lakes,QLD,4509,Ricky Wilkinson
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,891,5.84,3.19,Chadstone,VIC,3148,Rachael Long
01/04/2016,Ready Wear,Juniors,Chester George,732,6.89,3.64,Underwood,QLD,4119,Terri Wright
01/04/2016,Bellings,Juniors,Chester George,687,7.06,3.59,Dural,NSW,2158,Lillian Pruitt
01/04/2016,Ready Wear,Mens,Bruce Curran,698,7.09,3.65,Maroochydore,QLD,4558,Shellie Thomas
01/04/2016,Ready Wear,Home,Richard Carr,843,7.47,4.61,Chadstone,VIC,3148,Rachael Long
01/04/2016,Bellings,Mens,Bruce Curran,484,8.37,3.31,Ballina,NSW,2478,Claire Bridges
01/04/2016,Ready Wear,Juniors,Chester George,699,7.19,3.68,Stafford,QLD,4053,Terri Wright
01/04/2016,Ready Wear,Mens,Bruce Curran,758,6.6,3.36,Orange,NSW,2800,John Gardner
01/04/2016,Ready Wear,Womens,Amy Buchanan,736,6.95,3.6,Maroochydore,QLD,4558,Shellie Thomas
01/04/2016,Bellings,Juniors,Chester George,668,7.22,3.52,Balcatta,WA,6021,Tom McKenzie
01/04/2016,Ready Wear,Home,Richard Carr,3814,1.55,0.9,Chadstone,VIC,3148,Rachael Long
01/04/2016,Ready Wear,Juniors,Chester George,904,5.93,3.16,Southport,QLD,4215,Ricky Wilkinson
01/04/2016,Ready Wear,Mens,Bruce Curran,533,9.48,4.78,Chatswood,NSW,2067,Jeremy Garcia
01/04/2016,Ready Wear,Juniors,Chester George,881,6,3.15,Alexandria,NSW,2015,Jeremy Garcia
01/04/2016,Ready Wear,Womens,Amy Buchanan,786,6.65,3.45,Underwood,QLD,4119,Terri Wright
01/04/2016,Ready Wear,Home,Richard Carr,4984,1.14,0.63,Randwick,NSW,2031,Jeremy Garcia
01/04/2016,Ready Wear,Shoes,Howard Wright,233,27.96,17.04,Castle Hill,NSW,2154,Lillian Pruitt
01/04/2016,Ready Wear,Kids,Elizabeth Gentry,968,5.82,3.19,Campbelltown,NSW,2560,George Chester
01/04/2016,Ready Wear,Womens,Amy Buchanan,789,7.24,3.95,Caloundra,QLD,4551,Shellie Thomas
01/04/2016,Ready Wear,Home,Richard Carr,5403,1.15,0.67,Stafford,QLD,4053,Terri Wright
01/04/2016,Bellings,Juniors,Chester George,823,6.07,2.9,Croydon,VIC,3136,Rachael Long
01/04/2016,Ready Wear,Juniors,Chester George,918,5.86,3.02,Bathurst,NSW,2795,John Gardner
01/04/2016,Ready Wear,Mens,Bruce Curran,786,7.3,3.97,Bendigo,VIC,3550,Jerry Fulton
01/04/2016,Ready Wear,Juniors,Chester George,823,6.51,3.31,Orange,NSW,2800,John Gardner
01/04/2016,Ready Wear,Womens,Amy Buchanan,759,7.28,3.79,Altona,VIC,3018,Brian Hubbard
01/04/2016,Ready Wear,Womens,Amy Buchanan,758,7.46,3.96,Stafford,QLD,4053,Terri Wright
01/04/2016,Ready Wear,Womens,Amy Buchanan,732,7.2,3.58,Nowra,NSW,2541,George Chester
01/04/2016,Ready Wear,Womens,Amy Buchanan,766,7.6,4.11,Rydalmere,NSW,2116,Lillian Pruitt
01/04/2016,Ready Wear,Womens,Amy Buchanan,751,7,3.44,Alexandria,NSW,2015,Jeremy Garcia
01/04/2016,Ready Wear,Womens,Amy Buchanan,769,6.96,3.45,Lismore,NSW,2480,Claire Bridges
01/04/2016,Ready Wear,Womens,Amy Buchanan,775,7.54,4.05,Epping,VIC,3076,Brian Hubbard
01/04/2016,Ready Wear,Home,Richard Carr,1147,5.58,3.2,Maroochydore,QLD,4558,Shellie Thomas
01/04/2016,Ready Wear,Home,Richard Carr,5292,1.21,0.69,Orange,NSW,2800,John Gardner
01/04/2016,Bellings,Juniors,Chester George,718,7.82,3.88,Lithgow,NSW,2790,John Gardner
01/04/2016,Ready Wear,Juniors,Chester George,890,6.82,3.63,Rydalmere,NSW,2116,Lillian Pruitt
01/04/2016,Ready Wear,Juniors,Chester George,750,8.05,4.27,Armidale,NSW,2350,Claire Bridges
01/04/2016,Ready Wear,Womens,Amy Buchanan,868,6.69,3.42,North Lakes,QLD,4509,Ricky Wilkinson
01/04/2016,Ready Wear,Womens,Amy Buchanan,805,7.77,4.18,Mascot,NSW,2020,Jeremy Garcia
01/04/2016,Bellings,Juniors,Chester George,824,6.84,3.33,Ulladulla,NSW,2539,George Chester
01/04/2016,Ready Wear,Womens,Amy Buchanan,793,7.09,3.44,Armidale,NSW,2350,Claire Bridges
01/04/2016,Ready Wear,Shoes,Howard Wright,303,21.99,12.41,Chatswood,NSW,2067,Jeremy Garcia
01/04/2016,Ready Wear,Home,Richard Carr,5344,1.24,0.7,Bendigo,VIC,3550,Jerry Fulton
01/04/2016,Ready Wear,Mens,Bruce Curran,769,7.63,3.83,Chatswood,NSW,2067,Jeremy Garcia
01/04/2016,Ready Wear,Juniors,Chester George,976,6.68,3.69,Dandenong,VIC,3175,Rachael Long
01/04/2016,Ready Wear,Mens,Bruce Curran,920,6.65,3.48,Alexandria,NSW,2015,Jeremy Garcia
01/04/2016,Ready Wear,Juniors,Chester George,884,6.86,3.55,Ballarat,VIC,3353,Jerry Fulton
01/04/2016,Ready Wear,Mens,Bruce Curran,858,7.12,3.69,Underwood,QLD,4119,Terri Wright
01/04/2016,Ready Wear,Mens,Bruce Curran,853,7.11,3.64,Albany,WA,6330,Miles Hammond
01/04/2016,Ready Wear,Home,Richard Carr,1568,4.42,2.53,Albany,WA,6330,Miles Hammond
01/04/2016,Ready Wear,Womens,Amy Buchanan,840,7.12,3.58,Dubbo,NSW,2830,John Gardner
01/04/2016,Ready Wear,Home,Richard Carr,4656,1.48,0.84,Underwood,QLD,4119,Terri Wright
01/04/2016,Ready Wear,Home,Richard Carr,5870,1.19,0.68,Ballarat,VIC,3353,Jerry Fulton
01/04/2016,Ready Wear,Home,Richard Carr,5937,1.14,0.64,Maroochydore,QLD,4558,Shellie Thomas
01/04/2016,Ready Wear,Womens,Amy Buchanan,881,7.53,4.11,Wagga Wagga,NSW,2650,John Gardner
01/04/2016,Ready Wear,Shoes,Howard Wright,372,20.6,12.39,Campbelltown,NSW,2560,George Chester
01/04/2016,Ready Wear,Mens,Bruce Curran,805,7.84,4.04,Nowra,NSW,2541,George Chester
01/04/2016,Ready Wear,Juniors,Chester George,1110,5.66,2.9,Bussleton,WA,6280,Miles Hammond
01/04/2016,Ready Wear,Juniors,Chester George,1035,6.56,3.56,Epsom,VIC,3551,Jerry Fulton
01/04/2016,Ready Wear,Womens,Amy Buchanan,937,6.78,3.47,Epsom,VIC,3551,Jerry Fulton
01/04/2016,Ready Wear,Home,Richard Carr,4616,1.64,0.97,Campbelltown,NSW,2560,George Chester
01/04/2016,Ready Wear,Home,Richard Carr,6900,1,0.54,Caloundra,QLD,4551,Shellie Thomas
01/04/2016,Ready Wear,Home,Richard Carr,1152,6.6,3.86,Dandenong,VIC,3175,Rachael Long
01/04/2016,Ready Wear,Juniors,Chester George,802,8.19,4.25,Wagga Wagga,NSW,2650,John Gardner
01/04/2016,Ready Wear,Juniors,Chester George,998,6.92,3.69,Indooroopilly,QLD,4068,Terri Wright
01/04/2016,Ready Wear,Juniors,Chester George,779,9.08,4.9,Chatswood,NSW,2067,Jeremy Garcia
01/04/2016,Ready Wear,Juniors,Chester George,998,6.46,3.19,Caloundra,QLD,4551,Shellie Thomas
01/04/2016,Ready Wear,Womens,Amy Buchanan,907,7.17,3.48,Castle Hill,NSW,2154,Lillian Pruitt
01/04/2016,Ready Wear,Womens,Amy Buchanan,950,7.2,3.64,Collingwood,VIC,3066,Brian Hubbard
01/04/2016,Ready Wear,Womens,Amy Buchanan,889,7.49,3.67,Albany,WA,6330,Miles Hammond
01/04/2016,Ready Wear,Juniors,Chester George,1094,6.3,3.19,Bendigo,VIC,3550,Jerry Fulton
01/04/2016,Ready Wear,Juniors,Chester George,1005,7.32,3.93,North Lakes,QLD,4509,Ricky Wilkinson
01/04/2016,Ready Wear,Juniors,Chester George,1160,6.71,3.72,Maroochydore,QLD,4558,Shellie Thomas
01/04/2016,Bellings,Juniors,Chester George,873,8.02,4.01,Warrnambool,VIC,3280,Jerry Fulton
01/04/2016,Ready Wear,Juniors,Chester George,982,7.46,3.89,Castle Hill,NSW,2154,Lillian Pruitt
01/04/2016,Ready Wear,Home,Richard Carr,6550,1.22,0.68,Albany,WA,6330,Miles Hammond
01/04/2016,Ready Wear,Mens,Bruce Curran,926,7.14,3.31,Chadstone,VIC,3148,Rachael Long
01/04/2016,Ready Wear,Womens,Amy Buchanan,944,7.22,3.45,Bathurst,NSW,2795,John Gardner
01/04/2016,Ready Wear,Juniors,Chester George,1076,6.91,3.59,Altona,VIC,3018,Brian Hubbard
01/04/2016,Ready Wear,Home,Richard Carr,1340,6.47,3.77,Campbelltown,NSW,2560,George Chester
01/04/2016,Ready Wear,Juniors,Chester George,987,7.2,3.53,Randwick,NSW,2031,Jeremy Garcia
01/04/2016,Ready Wear,Mens,Bruce Curran,790,9.65,5.06,Collingwood,VIC,3066,Brian Hubbard
01/04/2016,Ready Wear,Womens,Amy Buchanan,941,7.46,3.6,Indooroopilly,QLD,4068,Terri Wright
01/04/2016,Ready Wear,Mens,Bruce Curran,890,8.15,4.06,Armidale,NSW,2350,Claire Bridges
01/04/2016,Ready Wear,Juniors,Chester George,1159,6.86,3.69,Collingwood,VIC,3066,Brian Hubbard
01/04/2016,Ready Wear,Mens,Bruce Curran,948,9.15,5.13,Ballarat,VIC,3353,Jerry Fulton
01/04/2016,Ready Wear,Mens,Bruce Curran,1012,9.05,5.2,Dandenong,VIC,3175,Rachael Long
01/04/2016,Ready Wear,Womens,Amy Buchanan,1120,7.54,4.06,Ballarat,VIC,3353,Jerry Fulton
01/04/2016,Ready Wear,Juniors,Chester George,1237,6.73,3.55,Albany,WA,6330,Miles Hammond
01/04/2016,Ready Wear,Womens,Amy Buchanan,1166,7.08,3.63,Dandenong,VIC,3175,Rachael Long
01/04/2016,Ready Wear,Home,Richard Carr,8447,1.11,0.63,Dandenong,VIC,3175,Rachael Long
01/04/2016,Ready Wear,Womens,Amy Buchanan,1182,7.53,4.11,Chadstone,VIC,3148,Rachael Long
01/04/2016,Ready Wear,Womens,Amy Buchanan,1052,7.87,4.01,Chatswood,NSW,2067,Jeremy Garcia
01/04/2016,Ready Wear,Mens,Bruce Curran,1025,7.79,3.77,Castle Hill,NSW,2154,Lillian Pruitt
01/04/2016,Ready Wear,Juniors,Chester George,1188,7.11,3.62,Chadstone,VIC,3148,Rachael Long
01/04/2016,Ready Wear,Juniors,Chester George,1260,7.49,3.9,Campbelltown,NSW,2560,George Chester
01/04/2016,Ready Wear,Womens,Amy Buchanan,1240,7.25,3.55,Campbelltown,NSW,2560,George Chester
01/04/2016,Ready Wear,Mens,Bruce Curran,1184,8.06,4.15,Wagga Wagga,NSW,2650,John Gardner
01/04/2016,Bellings,Juniors,Chester George,1193,7.44,3.55,Ballina,NSW,2478,Claire Bridges
01/04/2016,Ready Wear,Mens,Bruce Curran,1075,8.89,4.57,Indooroopilly,QLD,4068,Terri Wright
01/04/2016,Ready Wear,Mens,Bruce Curran,1129,8.65,4.26,Campbelltown,NSW,2560,George Chester
01/05/2016,Ready Wear,Groceries,Chris Monroe,2920,0.8,0.89,Dubbo,NSW,2830,John Gardner
01/05/2016,Ready Wear,Kids,Elizabeth Gentry,254,3.15,4.06,Alexandria,NSW,2015,Jeremy Garcia
01/05/2016,Ready Wear,Intimate,Sara Ferrell,98,4.99,6.53,Chatswood,NSW,2067,Jeremy Garcia
01/05/2016,Ready Wear,Kids,Elizabeth Gentry,158,1.06,2,Wagga Wagga,NSW,2650,John Gardner
01/05/2016,Bellings,Shoes,Howard Wright,38,11.55,14.89,Mt Isa,QLD,4825,Caroline Tucker
01/05/2016,Bellings,Mens,Bruce Curran,51,1.63,4.04,Gympie,QLD,4570,Shellie Thomas
01/05/2016,Ready Wear,Mens,Bruce Curran,52,3.63,5.87,Rydalmere,NSW,2116,Lillian Pruitt
01/05/2016,Ready Wear,Kids,Elizabeth Gentry,577,1.87,2.06,Campbelltown,NSW,2560,George Chester
01/05/2016,Ready Wear,Womens,Amy Buchanan,14,3,10.25,Belconnen,ACT,2617,George Chester
01/05/2016,Ready Wear,Mens,Bruce Curran,52,4.19,6.05,Maroochydore,QLD,4558,Shellie Thomas
01/05/2016,Bellings,Shoes,Howard Wright,57,15.3,16.99,Maddington,WA,6109,Miles Hammond
01/05/2016,Ready Wear,Juniors,Chester George,12,7.12,14,Armidale,NSW,2350,Claire Bridges
01/05/2016,Ready Wear,Kids,Elizabeth Gentry,141,3.19,3.74,Nowra,NSW,2541,George Chester
01/05/2016,Bellings,Kids,Elizabeth Gentry,48,4.75,6.36,Ashfield,NSW,2131,Lillian Pruitt
01/05/2016,Ready Wear,Kids,Elizabeth Gentry,508,1.83,1.96,Armidale,NSW,2350,Claire Bridges
01/05/2016,Ready Wear,Womens,Amy Buchanan,9,3,10.25,Orange,NSW,2800,John Gardner
01/05/2016,Bellings,Shoes,Howard Wright,26,15.61,17.79,Toombul,QLD,4012,Terri Wright
01/05/2016,Bellings,Kids,Elizabeth Gentry,22,2.99,5.49,Broome,WA,6725,John Harper
01/05/2016,Bellings,Kids,Elizabeth Gentry,19,6,8.88,Shepparton,VIC,3630,Owen Pierce
01/05/2016,Ready Wear,Kids,Elizabeth Gentry,378,1.85,1.99,Bathurst,NSW,2795,John Gardner
01/05/2016,Ready Wear,Mens,Bruce Curran,73,4.85,5.56,Albany,WA,6330,Miles Hammond
